State,District,Market,Commodity,Variety,Arrival_Qty,Min_Price,Max_Price,Modal_Price,Date
Punjab,Bathinda,Bathinda,Maize,Local,799,1981,2459,2177,09-06-2024
Punjab,Patiala,Patiala,Cotton,Local,448,6134,7439,6755,09-06-2024
Punjab,Patiala,Patiala,Wheat,Local,1176,1976,2445,2232,09-06-2024
Haryana,Karnal,Karnal,Wheat,Local,798,2043,2359,2183,09-06-2024
Haryana,Karnal,Karnal,Rice,Local,142,1967,2352,2148,09-06-2024
Haryana,Karnal,Karnal,Maize,Local,985,1840,2226,2037,09-06-2024
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,1312,4836,5818,5360,09-06-2024
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,1053,1932,2312,2110,09-06-2024
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,274,3845,4712,4364,09-06-2024
Gujarat,Surat,Surat,Maize,Local,1234,1863,2299,2073,09-06-2024
Gujarat,Surat,Surat,Cotton,Local,1123,5732,7092,6487,09-06-2024
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,1444,5775,6703,6182,09-06-2024
Rajasthan,Kota,Kota,Bajra,Local,895,2090,2496,2295,09-06-2024
Rajasthan,Kota,Kota,Soybean,Local,1015,3947,4766,4313,09-06-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,1198,4953,5844,5329,09-06-2024
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,751,8099,10277,9078,09-06-2024
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1367,1880,2244,2013,09-06-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,621,1916,2381,2096,09-06-2024
Karnataka,Mysore,Mysore,Chickpea,Local,1051,5070,6067,5455,09-06-2024
Karnataka,Mysore,Mysore,Tomato,Local,610,1794,2214,1952,09-06-2024
Karnataka,Mysore,Mysore,Maize,Local,858,1850,2163,1995,09-06-2024
Tamil Nadu,Madurai,Madurai,Rice,Local,955,1914,2225,2058,09-06-2024
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1153,1788,2090,1957,09-06-2024
Tamil Nadu,Madurai,Madurai,Onion,Local,1310,1492,1706,1606,09-06-2024
West Bengal,Kolkata,Kolkata,Rice,Local,526,1865,2116,1977,09-06-2024
West Bengal,Kolkata,Kolkata,Potato,Local,1445,849,1027,940,09-06-2024
Bihar,Patna,Patna,Wheat,Local,1027,1906,2276,2016,09-06-2024
Bihar,Patna,Patna,Rice,Local,171,1864,2228,2071,09-06-2024
Maharashtra,Pune,Pune,Sugarcane,Local,410,2903,3674,3253,09-07-2024
Maharashtra,Pune,Pune,Potato,Local,642,953,1149,1050,09-07-2024
Maharashtra,Nagpur,Nagpur,Wheat,Local,736,1886,2173,2051,09-07-2024
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,280,2809,3285,3078,09-07-2024
Uttar Pradesh,Agra,Agra,Onion,Local,431,1317,1550,1444,09-07-2024
Uttar Pradesh,Lucknow,Lucknow,Wheat,Local,445,1934,2277,2068,09-07-2024
Punjab,Bathinda,Bathinda,Cotton,Local,337,5995,6899,6468,09-07-2024
Punjab,Bathinda,Bathinda,Rice,Local,532,1926,2304,2146,09-07-2024
Punjab,Amritsar,Amritsar,Maize,Local,1223,2004,2280,2117,09-07-2024
Haryana,Karnal,Karnal,Maize,Local,678,1846,2214,2087,09-07-2024
Haryana,Hisar,Hisar,Rice,Local,1490,1958,2418,2139,09-07-2024
Haryana,Rohtak,Rohtak,Cotton,Local,802,6220,7632,6726,09-07-2024
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,815,1867,2332,2047,09-07-2024
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,1410,4867,5765,5156,09-07-2024
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,217,4056,4825,4372,09-07-2024
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1085,1849,2341,2082,09-07-2024
Gujarat,Rajkot,Rajkot,Cotton,Local,1115,5818,7054,6534,09-07-2024
Gujarat,Surat,Surat,Groundnut,Local,236,5157,6357,5766,09-07-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,1194,4523,5476,4975,09-07-2024
Rajasthan,Jaipur,Jaipur,Bajra,Local,571,2106,2457,2336,09-07-2024
Rajasthan,Kota,Kota,Wheat,Local,755,1944,2226,2112,09-07-2024
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,418,1985,2339,2174,09-07-2024
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,910,8644,10099,9114,09-07-2024
Andhra Pradesh,Guntur,Guntur,Maize,Local,823,1881,2340,2074,09-07-2024
Karnataka,Mysore,Mysore,Tomato,Local,1150,1729,2038,1912,09-07-2024
Karnataka,Bangalore,Bangalore,Chickpea,Local,57,4879,5608,5241,09-07-2024
Karnataka,Hubli,Hubli,Rice,Local,918,2003,2447,2195,09-07-2024
Tamil Nadu,Chennai,Chennai,Maize,Local,281,1736,2080,1949,09-07-2024
Tamil Nadu,Chennai,Chennai,Rice,Local,82,1911,2352,2102,09-07-2024
Tamil Nadu,Madurai,Madurai,Onion,Local,1274,1299,1542,1464,09-07-2024
West Bengal,Kolkata,Kolkata,Rice,Local,494,1860,2194,2048,09-07-2024
West Bengal,Hooghly,Hooghly,Potato,Local,1229,876,989,923,09-07-2024
Bihar,Gaya,Gaya,Rice,Local,502,1742,2171,1957,09-07-2024
Bihar,Gaya,Gaya,Wheat,Local,408,1730,2221,1956,09-07-2024
Maharashtra,Solapur,Solapur,Tomato,Local,702,1873,2265,2021,08-08-2024
Maharashtra,Aurangabad,Aurangabad,Wheat,Local,1151,1867,2273,2097,08-08-2024
Maharashtra,Amravati,Amravati,Chickpea,Local,345,4633,5830,5172,08-08-2024
Uttar Pradesh,Lucknow,Lucknow,Sugarcane,Local,845,2731,3297,3004,08-08-2024
Uttar Pradesh,Kanpur,Kanpur,Wheat,Local,971,1778,2081,1969,08-08-2024
Uttar Pradesh,Varanasi,Varanasi,Potato,Local,599,874,1002,939,08-08-2024
Punjab,Bathinda,Bathinda,Wheat,Local,494,2031,2448,2205,08-08-2024
Punjab,Ludhiana,Ludhiana,Cotton,Local,81,6100,6965,6465,08-08-2024
Punjab,Ludhiana,Ludhiana,Maize,Local,1030,2013,2254,2125,08-08-2024
Haryana,Rohtak,Rohtak,Cotton,Local,1142,6150,7138,6583,08-08-2024
Haryana,Hisar,Hisar,Rice,Local,1068,1895,2312,2109,08-08-2024
Haryana,Karnal,Karnal,Wheat,Local,705,1958,2254,2064,08-08-2024
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,83,3841,4561,4084,08-08-2024
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,654,4693,5681,5096,08-08-2024
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,553,1773,2179,1979,08-08-2024
Gujarat,Rajkot,Rajkot,Maize,Local,1054,1861,2270,2036,08-08-2024
Gujarat,Rajkot,Rajkot,Cotton,Local,1169,5855,6666,6258,08-08-2024
Gujarat,Surat,Surat,Groundnut,Local,170,5406,6535,5737,08-08-2024
Rajasthan,Jaipur,Jaipur,Bajra,Local,523,2116,2621,2328,08-08-2024
Rajasthan,Jaipur,Jaipur,Chickpea,Local,814,4589,5709,5211,08-08-2024
Rajasthan,Kota,Kota,Soybean,Local,1039,4004,4777,4321,08-08-2024
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,612,1799,2081,1979,08-08-2024
Andhra Pradesh,Guntur,Guntur,Rice,Local,1430,1895,2415,2150,08-08-2024
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,247,8722,9793,9242,08-08-2024
Karnataka,Bangalore,Bangalore,Maize,Local,862,1807,2178,2013,08-08-2024
Karnataka,Bangalore,Bangalore,Tomato,Local,1477,1739,2107,1914,08-08-2024
Karnataka,Bangalore,Bangalore,Chickpea,Local,1380,4827,5441,5146,08-08-2024
Tamil Nadu,Chennai,Chennai,Rice,Local,1489,1836,2226,2010,08-08-2024
Tamil Nadu,Madurai,Madurai,Maize,Local,728,1756,2072,1870,08-08-2024
Tamil Nadu,Chennai,Chennai,Onion,Local,137,1510,1801,1593,08-08-2024
West Bengal,Burdwan,Burdwan,Rice,Local,624,1844,2170,1952,08-08-2024
West Bengal,Kolkata,Kolkata,Potato,Local,694,852,1095,966,08-08-2024
Bihar,Gaya,Gaya,Wheat,Local,207,1865,2178,2006,08-08-2024
Bihar,Gaya,Gaya,Rice,Local,846,1717,2153,1914,08-08-2024
Maharashtra,Latur,Latur,Soybean,Local,747,3873,4787,4253,22-08-2024
Maharashtra,Pune,Pune,Onion,Local,718,1545,1772,1632,22-08-2024
Maharashtra,Nagpur,Nagpur,Chickpea,Local,517,4990,5821,5338,22-08-2024
Uttar Pradesh,Kanpur,Kanpur,Onion,Local,1316,1364,1606,1481,22-08-2024
Uttar Pradesh,Varanasi,Varanasi,Sugarcane,Local,365,2880,3275,3097,22-08-2024
Uttar Pradesh,Kanpur,Kanpur,Rice,Local,698,1888,2281,2043,22-08-2024
Punjab,Ludhiana,Ludhiana,Wheat,Local,259,2031,2493,2229,22-08-2024
Punjab,Bathinda,Bathinda,Cotton,Local,1099,5826,7042,6401,22-08-2024
Punjab,Patiala,Patiala,Maize,Local,1272,1762,2187,1988,22-08-2024
Haryana,Karnal,Karnal,Rice,Local,1195,1979,2362,2118,22-08-2024
Haryana,Hisar,Hisar,Wheat,Local,334,1912,2325,2144,22-08-2024
Haryana,Hisar,Hisar,Cotton,Local,940,5900,6811,6452,22-08-2024
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,1330,3923,4918,4333,22-08-2024
Madhya Pradesh,Indore,Indore,Chickpea,Local,673,4569,5417,5112,22-08-2024
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,724,1898,2323,2101,22-08-2024
Gujarat,Rajkot,Rajkot,Cotton,Local,1031,5834,7038,6326,22-08-2024
Gujarat,Surat,Surat,Maize,Local,1473,1763,2095,1942,22-08-2024
Gujarat,Rajkot,Rajkot,Groundnut,Local,820,5413,6304,5882,22-08-2024
Rajasthan,Kota,Kota,Chickpea,Local,418,4741,6044,5303,22-08-2024
Rajasthan,Jaipur,Jaipur,Wheat,Local,1500,1846,2335,2093,22-08-2024
Rajasthan,Kota,Kota,Bajra,Local,887,2043,2524,2269,22-08-2024
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,822,1790,2154,1933,22-08-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,1144,1902,2274,2063,22-08-2024
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,125,8776,10144,9327,22-08-2024
Karnataka,Hubli,Hubli,Tomato,Local,140,1772,2170,1958,22-08-2024
Karnataka,Mysore,Mysore,Rice,Local,729,2015,2360,2173,22-08-2024
Karnataka,Hubli,Hubli,Chickpea,Local,1112,4491,5418,5064,22-08-2024
Tamil Nadu,Madurai,Madurai,Onion,Local,1464,1386,1688,1519,22-08-2024
Tamil Nadu,Coimbatore,Coimbatore,Rice,Local,655,1874,2157,1973,22-08-2024
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,340,1772,2250,2000,22-08-2024
West Bengal,Kolkata,Kolkata,Potato,Local,1025,857,1048,958,22-08-2024
West Bengal,Kolkata,Kolkata,Rice,Local,664,1837,2134,1978,22-08-2024
Bihar,Patna,Patna,Wheat,Local,386,1870,2245,2021,22-08-2024
Bihar,Gaya,Gaya,Rice,Local,923,1810,2127,1970,22-08-2024
Maharashtra,Nashik,Lasalgaon,Jowar,Local,1307,2975,3440,3268,05-09-2024
Maharashtra,Nashik,Lasalgaon,Soybean,Local,489,4168,4811,4580,05-09-2024
Maharashtra,Pune,Pune,Potato,Local,1232,983,1187,1058,05-09-2024
Uttar Pradesh,Meerut,Meerut,Onion,Local,1052,1445,1701,1584,05-09-2024
Uttar Pradesh,Meerut,Meerut,Rice,Local,853,1958,2355,2171,05-09-2024
Uttar Pradesh,Kanpur,Kanpur,Sugarcane,Local,403,2679,3231,2961,05-09-2024
Punjab,Ludhiana,Ludhiana,Wheat,Local,814,2005,2371,2236,05-09-2024
Punjab,Bathinda,Bathinda,Maize,Local,835,1948,2276,2142,05-09-2024
Punjab,Ludhiana,Ludhiana,Cotton,Local,1371,6217,7481,6725,05-09-2024
Haryana,Hisar,Hisar,Cotton,Local,159,5985,7236,6635,05-09-2024
Haryana,Rohtak,Rohtak,Rice,Local,836,2105,2459,2303,05-09-2024
Haryana,Rohtak,Rohtak,Maize,Local,901,1940,2358,2121,05-09-2024
Madhya Pradesh,Indore,Indore,Soybean,Local,648,3767,4776,4270,05-09-2024
Madhya Pradesh,Ujjain,Ujjain,Chickpea,Local,986,4764,5530,5192,05-09-2024
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,1162,1906,2276,2147,05-09-2024
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1388,1980,2210,2086,05-09-2024
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,763,5735,6583,6037,05-09-2024
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,535,6331,7466,6667,05-09-2024
Rajasthan,Jaipur,Jaipur,Soybean,Local,473,3865,4642,4344,05-09-2024
Rajasthan,Jodhpur,Jodhpur,Chickpea,Local,394,4927,5928,5371,05-09-2024
Rajasthan,Kota,Kota,Wheat,Local,1103,2020,2471,2243,05-09-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,309,2118,2517,2231,05-09-2024
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,556,8692,10789,9685,05-09-2024
Andhra Pradesh,Guntur,Guntur,Maize,Local,1335,1816,2258,2040,05-09-2024
Karnataka,Hubli,Hubli,Rice,Local,1105,2074,2332,2203,05-09-2024
Karnataka,Mysore,Mysore,Maize,Local,1049,1931,2212,2042,05-09-2024
Karnataka,Hubli,Hubli,Tomato,Local,240,1999,2393,2125,05-09-2024
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,483,1875,2348,2065,05-09-2024
Tamil Nadu,Chennai,Chennai,Onion,Local,1233,1494,1721,1593,05-09-2024
Tamil Nadu,Chennai,Chennai,Rice,Local,1447,1943,2298,2126,05-09-2024
West Bengal,Hooghly,Hooghly,Rice,Local,373,1964,2201,2093,05-09-2024
West Bengal,Kolkata,Kolkata,Potato,Local,1460,959,1099,1010,05-09-2024
Bihar,Gaya,Gaya,Rice,Local,788,1988,2235,2112,05-09-2024
Bihar,Gaya,Gaya,Wheat,Local,156,1857,2221,2004,05-09-2024
Maharashtra,Latur,Latur,Sugarcane,Local,321,2873,3568,3265,12-09-2024
Maharashtra,Nagpur,Nagpur,Jowar,Local,1474,2932,3322,3161,12-09-2024
Maharashtra,Aurangabad,Aurangabad,Onion,Local,320,1644,1884,1732,12-09-2024
Uttar Pradesh,Kanpur,Kanpur,Wheat,Local,802,1917,2168,2047,12-09-2024
Uttar Pradesh,Lucknow,Lucknow,Rice,Local,322,1899,2272,2033,12-09-2024
Uttar Pradesh,Varanasi,Varanasi,Sugarcane,Local,386,2712,3260,2950,12-09-2024
Punjab,Bathinda,Bathinda,Maize,Local,1456,1925,2350,2162,12-09-2024
Punjab,Bathinda,Bathinda,Cotton,Local,302,6288,7516,7097,12-09-2024
Punjab,Patiala,Patiala,Wheat,Local,557,2041,2515,2243,12-09-2024
Haryana,Hisar,Hisar,Wheat,Local,1398,2133,2588,2298,12-09-2024
Haryana,Hisar,Hisar,Rice,Local,852,2003,2316,2171,12-09-2024
Haryana,Hisar,Hisar,Cotton,Local,540,6462,7751,6912,12-09-2024
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,74,4072,4849,4418,12-09-2024
Madhya Pradesh,Ujjain,Ujjain,Wheat,Local,1214,1968,2495,2213,12-09-2024
Madhya Pradesh,Indore,Indore,Chickpea,Local,199,4853,5852,5231,12-09-2024
Gujarat,Surat,Surat,Maize,Local,865,1800,2152,2039,12-09-2024
Gujarat,Surat,Surat,Groundnut,Local,917,5609,6750,6032,12-09-2024
Gujarat,Rajkot,Rajkot,Cotton,Local,362,6147,7301,6647,12-09-2024
Rajasthan,Jodhpur,Jodhpur,Bajra,Local,1148,2127,2671,2379,12-09-2024
Rajasthan,Kota,Kota,Wheat,Local,1444,1980,2410,2142,12-09-2024
Rajasthan,Jaipur,Jaipur,Chickpea,Local,538,4789,5753,5156,12-09-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,1414,1931,2207,2092,12-09-2024
Andhra Pradesh,Vijayawada,Vijayawada,Turmeric,Local,331,8502,10015,9528,12-09-2024
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1109,1809,2139,1978,12-09-2024
Karnataka,Bangalore,Bangalore,Chickpea,Local,291,4942,5679,5287,12-09-2024
Karnataka,Hubli,Hubli,Tomato,Local,588,1896,2285,2083,12-09-2024
Karnataka,Mysore,Mysore,Maize,Local,1096,1994,2362,2158,12-09-2024
Tamil Nadu,Madurai,Madurai,Rice,Local,1225,1879,2217,2093,12-09-2024
Tamil Nadu,Chennai,Chennai,Maize,Local,140,1839,2250,2053,12-09-2024
Tamil Nadu,Chennai,Chennai,Onion,Local,357,1452,1724,1590,12-09-2024
West Bengal,Hooghly,Hooghly,Rice,Local,705,1818,2294,2026,12-09-2024
West Bengal,Kolkata,Kolkata,Potato,Local,1428,957,1103,1040,12-09-2024
Bihar,Gaya,Gaya,Wheat,Local,191,2015,2413,2124,12-09-2024
Bihar,Gaya,Gaya,Rice,Local,226,1971,2275,2110,12-09-2024
Maharashtra,Nagpur,Nagpur,Chickpea,Local,1000,4986,6119,5532,19-09-2024
Maharashtra,Solapur,Solapur,Sugarcane,Local,450,2960,3624,3237,19-09-2024
Maharashtra,Aurangabad,Aurangabad,Cotton,Local,63,6516,7485,6982,19-09-2024
Uttar Pradesh,Agra,Agra,Wheat,Local,736,1963,2361,2091,19-09-2024
Uttar Pradesh,Agra,Agra,Rice,Local,679,1937,2386,2137,19-09-2024
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,172,949,1088,1000,19-09-2024
Punjab,Patiala,Patiala,Maize,Local,1485,2085,2426,2212,19-09-2024
Punjab,Ludhiana,Ludhiana,Wheat,Local,1085,2109,2493,2262,19-09-2024
Punjab,Bathinda,Bathinda,Cotton,Local,177,6330,7694,6974,19-09-2024
Haryana,Rohtak,Rohtak,Cotton,Local,1485,6045,7519,6701,19-09-2024
Haryana,Karnal,Karnal,Wheat,Local,465,2021,2374,2217,19-09-2024
Haryana,Hisar,Hisar,Rice,Local,386,2093,2418,2273,19-09-2024
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,975,3877,4795,4284,19-09-2024
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,1455,4954,5579,5272,19-09-2024
Madhya Pradesh,Bhopal,Bhopal,Wheat,Local,721,2039,2313,2195,19-09-2024
Gujarat,Ahmedabad,Ahmedabad,Groundnut,Local,406,5377,6554,6086,19-09-2024
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1176,2024,2369,2154,19-09-2024
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,298,5750,7269,6482,19-09-2024
Rajasthan,Jaipur,Jaipur,Bajra,Local,1370,2107,2579,2320,19-09-2024
Rajasthan,Jaipur,Jaipur,Chickpea,Local,94,4829,6039,5377,19-09-2024
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,238,4029,4890,4355,19-09-2024
Andhra Pradesh,Guntur,Guntur,Rice,Local,858,1966,2266,2081,19-09-2024
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,489,8401,9649,9055,19-09-2024
Andhra Pradesh,Vijayawada,Vijayawada,Maize,Local,1307,1842,2149,2021,19-09-2024
Karnataka,Mysore,Mysore,Maize,Local,229,1957,2271,2078,19-09-2024
Karnataka,Bangalore,Bangalore,Chickpea,Local,1126,4909,5980,5398,19-09-2024
Karnataka,Hubli,Hubli,Rice,Local,833,2062,2471,2203,19-09-2024
Tamil Nadu,Chennai,Chennai,Maize,Local,603,1832,2149,1992,19-09-2024
Tamil Nadu,Chennai,Chennai,Onion,Local,625,1439,1643,1561,19-09-2024
Tamil Nadu,Chennai,Chennai,Rice,Local,1246,1979,2345,2167,19-09-2024
West Bengal,Kolkata,Kolkata,Rice,Local,164,1821,2229,2030,19-09-2024
West Bengal,Kolkata,Kolkata,Potato,Local,405,968,1107,1020,19-09-2024
Bihar,Gaya,Gaya,Wheat,Local,107,1973,2405,2124,19-09-2024
Bihar,Gaya,Gaya,Rice,Local,435,1953,2338,2124,19-09-2024
Maharashtra,Latur,Latur,Cotton,Local,90,5817,7266,6581,19-10-2024
Maharashtra,Nagpur,Nagpur,Soybean,Local,317,4231,5177,4684,19-10-2024
Maharashtra,Pune,Pune,Tomato,Local,712,2156,2571,2283,19-10-2024
Uttar Pradesh,Kanpur,Kanpur,Wheat,Local,1127,1974,2351,2218,19-10-2024
Uttar Pradesh,Meerut,Meerut,Rice,Local,860,1987,2489,2193,19-10-2024
Uttar Pradesh,Varanasi,Varanasi,Potato,Local,372,931,1097,1033,19-10-2024
Punjab,Patiala,Patiala,Cotton,Local,1306,6432,7549,6786,19-10-2024
Punjab,Patiala,Patiala,Maize,Local,678,1968,2277,2136,19-10-2024
Punjab,Bathinda,Bathinda,Rice,Local,1223,2048,2498,2200,19-10-2024
Haryana,Karnal,Karnal,Wheat,Local,1208,2271,2563,2396,19-10-2024
Haryana,Hisar,Hisar,Rice,Local,537,2068,2596,2324,19-10-2024
Haryana,Rohtak,Rohtak,Cotton,Local,231,6391,8096,7167,19-10-2024
Madhya Pradesh,Gwalior,Gwalior,Chickpea,Local,767,4591,5709,5132,19-10-2024
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,947,4291,4863,4612,19-10-2024
Madhya Pradesh,Gwalior,Gwalior,Wheat,Local,825,2155,2504,2288,19-10-2024
Gujarat,Ahmedabad,Ahmedabad,Maize,Local,1457,2036,2399,2177,19-10-2024
Gujarat,Ahmedabad,Ahmedabad,Cotton,Local,653,5828,7414,6584,19-10-2024
Gujarat,Rajkot,Rajkot,Groundnut,Local,398,5842,6521,6171,19-10-2024
Rajasthan,Kota,Kota,Wheat,Local,1266,2108,2367,2236,19-10-2024
Rajasthan,Jaipur,Jaipur,Soybean,Local,1388,4365,5114,4697,19-10-2024
Rajasthan,Jaipur,Jaipur,Bajra,Local,728,2227,2580,2446,19-10-2024
Andhra Pradesh,Vijayawada,Vijayawada,Rice,Local,854,1989,2337,2208,19-10-2024
Andhra Pradesh,Guntur,Guntur,Maize,Local,57,1927,2224,2108,19-10-2024
Andhra Pradesh,Kurnool,Kurnool,Turmeric,Local,1033,8795,10377,9380,19-10-2024
Karnataka,Mysore,Mysore,Tomato,Local,286,1948,2287,2163,19-10-2024
Karnataka,Bangalore,Bangalore,Rice,Local,592,2056,2546,2252,19-10-2024
Karnataka,Mysore,Mysore,Chickpea,Local,831,5050,6031,5567,19-10-2024
Tamil Nadu,Madurai,Madurai,Rice,Local,600,1913,2243,2096,19-10-2024
Tamil Nadu,Madurai,Madurai,Maize,Local,225,1852,2205,1986,19-10-2024
Tamil Nadu,Chennai,Chennai,Onion,Local,1257,1599,1981,1742,19-10-2024
West Bengal,Burdwan,Burdwan,Rice,Local,1022,1951,2357,2146,19-10-2024
West Bengal,Burdwan,Burdwan,Potato,Local,121,994,1150,1088,19-10-2024
Bihar,Patna,Patna,Wheat,Local,392,2018,2514,2214,19-10-2024
Bihar,Gaya,Gaya,Rice,Local,1449,1886,2309,2122,19-10-2024
Maharashtra,Latur,Latur,Soybean,Local,844,4666,5220,4943,02-11-2024
Maharashtra,Amravati,Amravati,Cotton,Local,988,6241,7430,6913,02-11-2024
Maharashtra,Pune,Pune,Chickpea,Local,909,5062,6010,5449,02-11-2024
Uttar Pradesh,Agra,Agra,Sugarcane,Local,255,2856,3526,3102,02-11-2024
Uttar Pradesh,Kanpur,Kanpur,Rice,Local,1146,1904,2309,2146,02-11-2024
Uttar Pradesh,Meerut,Meerut,Wheat,Local,1221,2060,2543,2293,02-11-2024
Punjab,Bathinda,Bathinda,Cotton,Local,1470,6213,7711,6980,02-11-2024
Punjab,Amritsar,Amritsar,Wheat,Local,536,2166,2483,2299,02-11-2024
Punjab,Patiala,Patiala,Maize,Local,91,2145,2568,2271,02-11-2024
Haryana,Karnal,Karnal,Maize,Local,516,2131,2520,2267,02-11-2024
Haryana,Hisar,Hisar,Cotton,Local,707,6456,7756,6927,02-11-2024
Haryana,Karnal,Karnal,Rice,Local,954,2130,2443,2309,02-11-2024
Madhya Pradesh,Ujjain,Ujjain,Soybean,Local,687,4320,5019,4716,02-11-2024
Madhya Pradesh,Bhopal,Bhopal,Chickpea,Local,109,4969,5972,5289,02-11-2024
Madhya Pradesh,Indore,Indore,Wheat,Local,560,2059,2469,2194,02-11-2024
Gujarat,Rajkot,Rajkot,Cotton,Local,1084,6308,7886,7015,02-11-2024
Gujarat,Rajkot,Rajkot,Groundnut,Local,812,5737,6797,6456,02-11-2024
Gujarat,Surat,Surat,Maize,Local,1251,1945,2460,2180,02-11-2024
Rajasthan,Jodhpur,Jodhpur,Soybean,Local,235,4285,5366,4771,02-11-2024
Rajasthan,Jaipur,Jaipur,Wheat,Local,488,1931,2463,2186,02-11-2024
Rajasthan,Kota,Kota,Bajra,Local,888,2321,2689,2503,02-11-2024
Andhra Pradesh,Kurnool,Kurnool,Rice,Local,67,2104,2511,2274,02-11-2024
Andhra Pradesh,Guntur,Guntur,Turmeric,Local,1366,9170,10552,9793,02-11-2024
Andhra Pradesh,Kurnool,Kurnool,Maize,Local,566,1930,2302,2129,02-11-2024
Karnataka,Hubli,Hubli,Rice,Local,816,1971,2552,2239,02-11-2024
Karnataka,Mysore,Mysore,Maize,Local,271,2020,2357,2189,02-11-2024
Karnataka,Mysore,Mysore,Chickpea,Local,617,5144,6002,5419,02-11-2024
Tamil Nadu,Coimbatore,Coimbatore,Onion,Local,1278,1680,2036,1800,02-11-2024
Tamil Nadu,Coimbatore,Coimbatore,Maize,Local,1392,1972,2370,2126,02-11-2024
Tamil Nadu,Madurai,Madurai,Rice,Local,845,2015,2441,2244,02-11-2024
West Bengal,Hooghly,Hooghly,Rice,Local,1357,1941,2320,2087,02-11-2024
West Bengal,Burdwan,Burdwan,Potato,Local,398,1041,1230,1123,02-11-2024
Bihar,Patna,Patna,Wheat,Local,1194,1876,2265,2110,02-11-2024
Bihar,Gaya,Gaya,Rice,Local,505,2042,2402,2166,02-11-2024
Maharashtra,Aurangabad,Aurangabad,Cotton,Local,291,6354,7532,6899,16-11-2024
Maharashtra,Pune,Pune,Jowar,Local,1321,2967,3538,3210,16-11-2024
Maharashtra,Aurangabad,Aurangabad,Chickpea,Local,1444,5056,6002,5658,16-11-2024
Uttar Pradesh,Kanpur,Kanpur,Onion,Local,460,1662,1878,1768,16-11-2024
Uttar Pradesh,Lucknow,Lucknow,Potato,Local,987,1004,1235,1091,16-11-2024
Uttar Pradesh,Kanpur,Kanpur,Rice,Local,1048,1957,2357,2104,16-11-2024
Punjab,Ludhiana,Ludhiana,Rice,Local,395,1977,2460,2199,16-11-2024
Punjab,Bathinda,Bathinda,Cotton,Local,1308,6628,7512,7101,16-11-2024
Punjab,Amritsar,Amritsar,Wheat,Local,835,2191,2742,2412,16-11-2024
Haryana,Karnal,Karnal,Wheat,Local,1137,2278,2721,2407,16-11-2024
Haryana,Rohtak,Rohtak,Maize,Local,513,1867,2367,2121,16-11-2024
Haryana,Rohtak,Rohtak,Rice,Local,1080,2107,2474,2336,16-11-2024
Madhya Pradesh,Gwalior,Gwalior,Soybean,Local,1115,4249,5076,4717,16-11-2024
